id,yr,cm,dcm,annualprec,summerpdsi,wintertemp,growthGroup,pdsiGroup
643.0,2002.0,19.1,0.2999999999999989,1.8294,-0.925,5.25,3,1
643.0,2004.0,19.7,0.3000000000000007,1.65325,-1.41875,5.383333333333335,3,2
643.0,2006.0,20.2,0.1999999999999993,1.4076000000000002,-2.4491666666666667,5.455555555555557,3,3
643.0,2008.0,20.55,0.15000000000000036,1.5153,-2.01875,3.43333333333333,3,3
643.0,2010.0,20.9,0.4000000000000021,1.7804,-0.9775,3.5833333333333304,3,1
699.0,1998.0,2.35,0.025000000000000026,1.7853,-0.925,5.516666666666667,1,1
699.0,2002.0,2.4,0.0,1.8294,-0.925,5.25,1,1
699.0,2004.0,2.4,0.0,1.65325,-1.41875,5.383333333333335,1,2
699.0,2006.0,2.35,-0.05000000000000005,1.4076000000000002,-2.4491666666666667,5.455555555555557,1,3
699.0,2008.0,2.2,-0.09999999999999988,1.5153,-2.01875,3.43333333333333,1,3
734.0,1998.0,6.6,0.15000000000000013,1.7853,-0.925,5.516666666666667,3,1
734.0,2002.0,7.15,0.25,1.8294,-0.925,5.25,3,1
734.0,2004.0,7.550000000000002,0.1499999999999999,1.65325,-1.41875,5.383333333333335,3,2
734.0,2006.0,7.949999999999998,0.2499999999999996,1.4076000000000002,-2.4491666666666667,5.455555555555557,3,3
734.0,2008.0,8.399999999999999,0.20000000000000015,1.5153,-2.01875,3.43333333333333,3,3
734.0,2010.0,8.8,0.4000000000000004,1.7804,-0.9775,3.5833333333333304,3,1
897.0,1998.0,4.75,0.024999999999999908,1.7853,-0.925,5.516666666666667,2,1
897.0,2002.0,5.1,0.3000000000000003,1.8294,-0.925,5.25,2,1
897.0,2004.0,5.550000000000002,0.1499999999999999,1.65325,-1.41875,5.383333333333335,2,2
897.0,2006.0,5.95,0.25,1.4076000000000002,-2.4491666666666667,5.455555555555557,2,3
897.0,2008.0,6.25,0.049999999999999815,1.5153,-2.01875,3.43333333333333,2,3
897.0,2010.0,6.4,0.20000000000000015,1.7804,-0.9775,3.5833333333333304,2,1
642.0,1998.0,16.2,0.0,1.7853,-0.925,5.516666666666667,3,1
642.0,2002.0,16.35,0.15000000000000036,1.8294,-0.925,5.25,3,1
642.0,2004.0,16.5,0.0,1.65325,-1.41875,5.383333333333335,3,2
642.0,2006.0,16.6,0.09999999999999963,1.4076000000000002,-2.4491666666666667,5.455555555555557,3,3
642.0,2008.0,16.799999999999994,0.09999999999999963,1.5153,-2.01875,3.43333333333333,3,3
642.0,2010.0,17.1,0.4000000000000021,1.7804,-0.9775,3.5833333333333304,3,1
633.0,1998.0,11.15,0.07500000000000018,1.7853,-0.925,5.516666666666667,3,1
633.0,2002.0,11.15,-0.15000000000000036,1.8294,-0.925,5.25,3,1
452.0,1998.0,39.05,0.3250000000000011,1.7853,-0.925,5.516666666666667,3,1
452.0,2002.0,39.65000000000001,-0.05000000000000071,1.8294,-0.925,5.25,3,1
452.0,2004.0,39.55,-0.05000000000000071,1.65325,-1.41875,5.383333333333335,3,2
452.0,2006.0,39.7,0.1999999999999993,1.4076000000000002,-2.4491666666666667,5.455555555555557,3,3
452.0,2008.0,40.3,0.4000000000000021,1.5153,-2.01875,3.43333333333333,3,3
452.0,2010.0,41.25,1.0999999999999943,1.7804,-0.9775,3.5833333333333304,3,1
916.0,1998.0,3.65,0.325,1.7853,-0.925,5.516666666666667,3,1
916.0,2002.0,4.85,0.5500000000000003,1.8294,-0.925,5.25,3,1
916.0,2004.0,5.800000000000002,0.3999999999999999,1.65325,-1.41875,5.383333333333335,3,2
916.0,2006.0,6.65,0.4499999999999997,1.4076000000000002,-2.4491666666666667,5.455555555555557,3,3
916.0,2008.0,7.55,0.4500000000000002,1.5153,-2.01875,3.43333333333333,3,3
916.0,2010.0,8.25,0.5,1.7804,-0.9775,3.5833333333333304,3,1
974.0,1998.0,2.4,0.0,1.7853,-0.925,5.516666666666667,1,1
974.0,2002.0,2.45,0.05000000000000005,1.8294,-0.925,5.25,1,1
974.0,2004.0,2.5,0.0,1.65325,-1.41875,5.383333333333335,1,2
974.0,2006.0,2.5,0.0,1.4076000000000002,-2.4491666666666667,5.455555555555557,1,3
974.0,2008.0,2.5,0.0,1.5153,-2.01875,3.43333333333333,1,3
974.0,2010.0,2.5,0.0,1.7804,-0.9775,3.5833333333333304,1,1
277.0,1998.0,15.5,0.5500000000000003,1.7853,-0.925,5.516666666666667,3,1
277.0,2002.0,17.75,1.1499999999999986,1.8294,-0.925,5.25,3,1
277.0,2004.0,19.8,0.9000000000000004,1.65325,-1.41875,5.383333333333335,3,2
277.0,2006.0,21.2,0.5,1.4076000000000002,-2.4491666666666667,5.455555555555557,3,3
277.0,2008.0,21.85,0.15000000000000036,1.5153,-2.01875,3.43333333333333,3,3
287.0,1998.0,8.399999999999999,0.3999999999999999,1.7853,-0.925,5.516666666666667,3,1
287.0,2002.0,9.75,0.5500000000000007,1.8294,-0.925,5.25,3,1
287.0,2004.0,10.8,0.5,1.65325,-1.41875,5.383333333333335,3,2
287.0,2006.0,11.65,0.34999999999999964,1.4076000000000002,-2.4491666666666667,5.455555555555557,3,3
287.0,2008.0,12.2,0.20000000000000015,1.5153,-2.01875,3.43333333333333,3,3
287.0,2010.0,12.25,-0.3000000000000007,1.7804,-0.9775,3.5833333333333304,3,1
972.0,1998.0,23.5,0.05000000000000071,1.7853,-0.925,5.516666666666667,3,1
972.0,2002.0,23.950000000000006,0.34999999999999964,1.8294,-0.925,5.25,3,1
972.0,2004.0,24.65,0.34999999999999964,1.65325,-1.41875,5.383333333333335,3,2
972.0,2006.0,25.35,0.34999999999999964,1.4076000000000002,-2.4491666666666667,5.455555555555557,3,3
972.0,2008.0,26.0,0.3000000000000007,1.5153,-2.01875,3.43333333333333,3,3
972.0,2010.0,26.55,0.5,1.7804,-0.9775,3.5833333333333304,3,1
694.0,1998.0,9.65,0.024999999999999908,1.7853,-0.925,5.516666666666667,3,1
694.0,2002.0,9.7,0.0,1.8294,-0.925,5.25,3,1
694.0,2004.0,9.8,0.10000000000000052,1.65325,-1.41875,5.383333333333335,3,2
694.0,2006.0,9.9,0.0,1.4076000000000002,-2.4491666666666667,5.455555555555557,3,3
694.0,2008.0,9.75,-0.15000000000000036,1.5153,-2.01875,3.43333333333333,3,3
694.0,2010.0,9.6,0.0,1.7804,-0.9775,3.5833333333333304,3,1
698.0,1998.0,13.3,0.1499999999999999,1.7853,-0.925,5.516666666666667,3,1
698.0,2002.0,13.7,0.10000000000000052,1.8294,-0.925,5.25,3,1
698.0,2004.0,13.85,0.049999999999999815,1.65325,-1.41875,5.383333333333335,3,2
698.0,2006.0,14.0,0.09999999999999963,1.4076000000000002,-2.4491666666666667,5.455555555555557,3,3
698.0,2008.0,14.35,0.25,1.5153,-2.01875,3.43333333333333,3,3
698.0,2010.0,14.85,0.5,1.7804,-0.9775,3.5833333333333304,3,1
697.0,1998.0,3.7,0.04999999999999993,1.7853,-0.925,5.516666666666667,1,1
697.0,2002.0,3.6,-0.2,1.8294,-0.925,5.25,1,1
696.0,1998.0,3.8,0.04999999999999993,1.7853,-0.925,5.516666666666667,1,1
696.0,2002.0,3.75,-0.1499999999999999,1.8294,-0.925,5.25,1,1
731.0,1998.0,8.8,0.05000000000000026,1.7853,-0.925,5.516666666666667,3,1
731.0,2002.0,8.8,-0.10000000000000052,1.8294,-0.925,5.25,3,1
731.0,2004.0,8.7,0.0,1.65325,-1.41875,5.383333333333335,3,2
731.0,2006.0,8.75,0.05000000000000071,1.4076000000000002,-2.4491666666666667,5.455555555555557,3,3
731.0,2008.0,8.95,0.14999999999999947,1.5153,-2.01875,3.43333333333333,3,3
731.0,2010.0,9.1,0.0,1.7804,-0.9775,3.5833333333333304,3,1
919.0,1998.0,12.9,0.10000000000000007,1.7853,-0.925,5.516666666666667,3,1
919.0,2002.0,13.1,0.0,1.8294,-0.925,5.25,3,1
919.0,2004.0,13.15,0.049999999999999815,1.65325,-1.41875,5.383333333333335,3,2
919.0,2006.0,13.4,0.20000000000000015,1.4076000000000002,-2.4491666666666667,5.455555555555557,3,3
919.0,2008.0,13.7,0.10000000000000052,1.5153,-2.01875,3.43333333333333,3,3
919.0,2010.0,14.0,0.3999999999999986,1.7804,-0.9775,3.5833333333333304,3,1
736.0,1998.0,23.950000000000006,-0.07500000000000018,1.7853,-0.925,5.516666666666667,3,1
736.0,2002.0,23.75,-0.05000000000000071,1.8294,-0.925,5.25,3,1
736.0,2004.0,23.7,0.0,1.65325,-1.41875,5.383333333333335,3,2
736.0,2006.0,23.65,-0.04999999999999893,1.4076000000000002,-2.4491666666666667,5.455555555555557,3,3
736.0,2008.0,23.65,0.04999999999999893,1.5153,-2.01875,3.43333333333333,3,3
736.0,2010.0,23.75,0.10000000000000142,1.7804,-0.9775,3.5833333333333304,3,1
740.0,1998.0,10.15,-0.07500000000000018,1.7853,-0.925,5.516666666666667,3,1
895.0,1998.0,1.3,0.09999999999999998,1.7853,-0.925,5.516666666666667,1,1
895.0,2002.0,1.6,0.09999999999999998,1.8294,-0.925,5.25,1,1
895.0,2004.0,1.7,0.0,1.65325,-1.41875,5.383333333333335,1,2
895.0,2006.0,1.75,0.05000000000000005,1.4076000000000002,-2.4491666666666667,5.455555555555557,1,3
895.0,2008.0,1.8,0.0,1.5153,-2.01875,3.43333333333333,1,3
895.0,2010.0,1.85,0.09999999999999988,1.7804,-0.9775,3.5833333333333304,1,1
964.0,1998.0,3.3,0.0,1.7853,-0.925,5.516666666666667,1,1
964.0,2002.0,3.3,0.0,1.8294,-0.925,5.25,1,1
964.0,2004.0,3.3,0.0,1.65325,-1.41875,5.383333333333335,1,2
964.0,2006.0,3.3,0.0,1.4076000000000002,-2.4491666666666667,5.455555555555557,1,3
964.0,2008.0,3.4,0.10000000000000007,1.5153,-2.01875,3.43333333333333,1,3
964.0,2010.0,3.4,-0.20000000000000015,1.7804,-0.9775,3.5833333333333304,1,1
944.0,1998.0,2.5,0.10000000000000007,1.7853,-0.925,5.516666666666667,1,1
944.0,2002.0,2.85,0.1499999999999999,1.8294,-0.925,5.25,1,1
944.0,2004.0,3.2,0.2,1.65325,-1.41875,5.383333333333335,1,2
944.0,2006.0,3.7,0.30000000000000004,1.4076000000000002,-2.4491666666666667,5.455555555555557,1,3
944.0,2008.0,4.0,0.0,1.5153,-2.01875,3.43333333333333,1,3
944.0,2010.0,4.0,0.0,1.7804,-0.9775,3.5833333333333304,1,1
739.0,1998.0,2.2,0.0,1.7853,-0.925,5.516666666666667,1,1
739.0,2002.0,2.5,0.2999999999999998,1.8294,-0.925,5.25,1,1
739.0,2004.0,2.85,0.05000000000000005,1.65325,-1.41875,5.383333333333335,1,2
739.0,2006.0,3.05,0.15000000000000013,1.4076000000000002,-2.4491666666666667,5.455555555555557,1,3
739.0,2008.0,3.3,0.09999999999999988,1.5153,-2.01875,3.43333333333333,1,3
739.0,2010.0,3.45,0.10000000000000007,1.7804,-0.9775,3.5833333333333304,1,1
737.0,1998.0,1.4,0.04999999999999999,1.7853,-0.925,5.516666666666667,1,1
737.0,2002.0,1.9,0.3999999999999999,1.8294,-0.925,5.25,1,1
737.0,2004.0,2.3,0.0,1.65325,-1.41875,5.383333333333335,1,2
737.0,2006.0,2.15,-0.1499999999999999,1.4076000000000002,-2.4491666666666667,5.455555555555557,1,3
737.0,2008.0,2.25,0.25,1.5153,-2.01875,3.43333333333333,1,3
737.0,2010.0,2.5,0.0,1.7804,-0.9775,3.5833333333333304,1,1
695.0,1998.0,27.1,0.14999999999999947,1.7853,-0.925,5.516666666666667,3,1
695.0,2002.0,27.45,0.05000000000000071,1.8294,-0.925,5.25,3,1
695.0,2004.0,27.55,0.05000000000000071,1.65325,-1.41875,5.383333333333335,3,2
695.0,2006.0,27.8,0.1999999999999993,1.4076000000000002,-2.4491666666666667,5.455555555555557,3,3
695.0,2008.0,28.4,0.4000000000000004,1.5153,-2.01875,3.43333333333333,3,3
695.0,2010.0,28.950000000000006,0.3000000000000007,1.7804,-0.9775,3.5833333333333304,3,1
893.0,1998.0,4.65,-0.02500000000000013,1.7853,-0.925,5.516666666666667,2,1
893.0,2002.0,4.65,0.05000000000000026,1.8294,-0.925,5.25,2,1
893.0,2004.0,4.800000000000002,0.10000000000000007,1.65325,-1.41875,5.383333333333335,2,2
893.0,2006.0,4.95,0.049999999999999815,1.4076000000000002,-2.4491666666666667,5.455555555555557,2,3
893.0,2008.0,5.45,0.4500000000000002,1.5153,-2.01875,3.43333333333333,2,3
893.0,2010.0,5.95,0.09999999999999963,1.7804,-0.9775,3.5833333333333304,2,1
500.0,1998.0,6.45,0.024999999999999908,1.7853,-0.925,5.516666666666667,2,1
500.0,2002.0,6.5,0.0,1.8294,-0.925,5.25,2,1
500.0,2004.0,6.5,0.0,1.65325,-1.41875,5.383333333333335,2,2
500.0,2006.0,6.5,0.0,1.4076000000000002,-2.4491666666666667,5.455555555555557,2,3
500.0,2008.0,6.4,-0.10000000000000007,1.5153,-2.01875,3.43333333333333,2,3
500.0,2010.0,6.199999999999998,-0.20000000000000015,1.7804,-0.9775,3.5833333333333304,2,1
631.0,1998.0,17.55,0.025000000000000355,1.7853,-0.925,5.516666666666667,3,1
631.0,2002.0,17.75,0.14999999999999858,1.8294,-0.925,5.25,3,1
631.0,2004.0,18.0,0.10000000000000142,1.65325,-1.41875,5.383333333333335,3,2
631.0,2006.0,18.25,0.14999999999999858,1.4076000000000002,-2.4491666666666667,5.455555555555557,3,3
631.0,2008.0,18.65,0.25,1.5153,-2.01875,3.43333333333333,3,3
