# u1x u1y u2x u2y u3x u3y loss
0.9481227993965149 0.6278560757637024 0.38103029131889343 0.5098942518234253 0.8260670900344849 0.8013935685157776 0.299484521150589
0.9270809292793274 0.6252301931381226 0.3761448860168457 0.4968540370464325 0.8108089566230774 0.7899137735366821 0.28874754905700684
0.9065292477607727 0.6225452423095703 0.3717578053474426 0.4852002263069153 0.7959973216056824 0.7787219882011414 0.2788693904876709
0.8864986896514893 0.6198046803474426 0.3678281307220459 0.47477853298187256 0.7816379070281982 0.7678236365318298 0.269760400056839
0.8670181035995483 0.6170140504837036 0.36431896686553955 0.4654545783996582 0.7677357792854309 0.7572243213653564 0.2613503634929657
0.8481131196022034 0.6141806840896606 0.36119699478149414 0.4571112096309662 0.7542949318885803 0.7469292879104614 0.2535848617553711
0.8298057913780212 0.6113129258155823 0.3584320843219757 0.44964608550071716 0.7413176894187927 0.7369431257247925 0.2464139312505722
0.8121135234832764 0.6084198355674744 0.35599690675735474 0.4429696798324585 0.7288047671318054 0.7272693514823914 0.23980005085468292
0.7950494885444641 0.6055107712745667 0.3538666367530823 0.4370034337043762 0.7167550325393677 0.7179102301597595 0.2337055206298828
0.7786223888397217 0.6025950908660889 0.3520186245441437 0.43167826533317566 0.7051655054092407 0.7088668346405029 0.22809842228889465
0.7628365159034729 0.5996819734573364 0.35043221712112427 0.426933228969574 0.6940315961837769 0.7001389265060425 0.22294670343399048
0.7476921081542969 0.5967801213264465 0.3490884006023407 0.42271435260772705 0.6833469867706299 0.6917248964309692 0.21822117269039154
0.7331855893135071 0.5938976407051086 0.3479697108268738 0.41897377371788025 0.6731039881706238 0.6836221218109131 0.21389444172382355
0.7193100452423096 0.5910419821739197 0.34706005454063416 0.4156688153743744 0.6632936000823975 0.6758267879486084 0.20993833243846893
0.7060555815696716 0.5882198810577393 0.3463445007801056 0.4127613306045532 0.6539056301116943 0.6683340668678284 0.2063269317150116
0.6934096813201904 0.5854373574256897 0.3458092510700226 0.4102171063423157 0.644929051399231 0.6611381769180298 0.20303525030612946
0.6813576221466064 0.5826996564865112 0.34544137120246887 0.40800532698631287 0.636352002620697 0.6542327404022217 0.20003794133663177
0.6698830127716064 0.580011248588562 0.3452288508415222 0.4060981571674347 0.6281620264053345 0.647610604763031 0.19731299579143524
0.658967912197113 0.5773758888244629 0.34516048431396484 0.40447038412094116 0.6203461289405823 0.6412640810012817 0.19483792781829834
0.6485934257507324 0.574796736240387 0.3452257513999939 0.40309908986091614 0.6128910779953003 0.6351850628852844 0.1925916224718094
0.6387397050857544 0.57227623462677 0.34541475772857666 0.40196332335472107 0.6057834029197693 0.6293651461601257 0.1905548870563507
0.6293865442276001 0.5698162317276001 0.34571823477745056 0.40104401111602783 0.5990095734596252 0.6237956881523132 0.18870827555656433
0.620513379573822 0.5674182176589966 0.34612739086151123 0.4003235995769501 0.5925560593605042 0.6184678077697754 0.1870364397764206
0.6120995283126831 0.5650830268859863 0.34663406014442444 0.39978599548339844 0.5864093899726868 0.6133726239204407 0.18552252650260925
0.6041244864463806 0.5628111958503723 0.3472304344177246 0.39941632747650146 0.5805562138557434 0.6085012555122375 0.1841505616903305
0.5965679287910461 0.5606028437614441 0.34790924191474915 0.3992009162902832 0.574983537197113 0.6038447618484497 0.18290938436985016
0.5894098877906799 0.5584577918052673 0.3486635684967041 0.3991270661354065 0.569678544998169 0.5993943214416504 0.18178513646125793
0.5826308131217957 0.5563755035400391 0.34948691725730896 0.399183064699173 0.5646287798881531 0.5951412916183472 0.1807665377855301
0.5762118101119995 0.5543553233146667 0.35037314891815186 0.39935800433158875 0.559822142124176 0.5910772085189819 0.17984367907047272
0.5701344609260559 0.552396297454834 0.3513164520263672 0.39964181184768677 0.5552469491958618 0.5871937274932861 0.17900672554969788
0.5643810033798218 0.5504973530769348 0.3523114025592804 0.40002506971359253 0.5508918166160583 0.5834827423095703 0.1782476007938385
0.5589343309402466 0.5486572980880737 0.3533528745174408 0.40049904584884644 0.5467458367347717 0.5799364447593689 0.17755845189094543
0.5537781119346619 0.5468748211860657 0.3544359803199768 0.40105563402175903 0.5427985191345215 0.5765471458435059 0.17693211138248444
0.5488965511322021 0.545148491859436 0.3555561900138855 0.40168726444244385 0.5390397906303406 0.5733075737953186 0.17636211216449738
0.5442747473716736 0.5434768795967102 0.35670924186706543 0.402386873960495 0.5354600548744202 0.5702106356620789 0.17584346234798431
