# u1x u1y u2x u2y u3x u3y
0.3412260413169861 0.4251316785812378 0.3867911100387573 0.2365090698003769 0.18994298577308655 0.21560443937778473
0.3397001028060913 0.4239523112773895 0.3832910358905792 0.23956075310707092 0.1915586143732071 0.2182832956314087
0.3382095396518707 0.4227861762046814 0.3798893094062805 0.2425295114517212 0.1931399405002594 0.2209041565656662
0.33675330877304077 0.421633243560791 0.37658360600471497 0.2454172521829605 0.19468772411346436 0.2234683632850647
0.33533045649528503 0.42049339413642883 0.37337154150009155 0.24822582304477692 0.19620271027088165 0.22597724199295044
0.3339400291442871 0.4193665683269501 0.3702508211135864 0.25095710158348083 0.1976856291294098 0.22843202948570251
0.332581102848053 0.4182526767253876 0.36721915006637573 0.2536129355430603 0.19913718104362488 0.2308339625597
0.3312528133392334 0.41715162992477417 0.3642742931842804 0.25619515776634216 0.20055806636810303 0.23318424820899963
0.3299542963504791 0.4160633683204651 0.36141401529312134 0.25870561599731445 0.20194894075393677 0.2354840338230133
0.3286847472190857 0.41498780250549316 0.35863611102104187 0.26114603877067566 0.20331045985221863 0.23773449659347534
0.3274434208869934 0.413924902677536 0.3559384346008301 0.26351824402809143 0.20464326441287994 0.2399367392063141
0.3262295424938202 0.4128745496273041 0.35331887006759644 0.26582393050193787 0.20594801008701324 0.2420918345451355
0.32504236698150635 0.411836713552475 0.3507753312587738 0.26806482672691345 0.2072252780199051 0.24420084059238434
0.32388123869895935 0.41081130504608154 0.3483057916164398 0.2702425718307495 0.20847566425800323 0.24626480042934418
0.3227454721927643 0.409798264503479 0.3459082245826721 0.27235886454582214 0.20969976484775543 0.248284712433815
0.3216344118118286 0.4087975025177002 0.3435806632041931 0.2744153141975403 0.21089813113212585 0.2502615749835968
0.3205474317073822 0.40780895948410034 0.34132120013237 0.2764135003089905 0.21207132935523987 0.2521963119506836
0.3194839358329773 0.40683257579803467 0.33912795782089233 0.2783549726009369 0.21321991086006165 0.254089891910553
0.31844332814216614 0.405868262052536 0.3369990885257721 0.2802412509918213 0.21434438228607178 0.2559432089328766
0.31742504239082336 0.4049159586429596 0.334932804107666 0.28207382559776306 0.21544528007507324 0.25775718688964844
0.316428542137146 0.40397557616233826 0.3329273462295532 0.2838541865348816 0.21652311086654663 0.2595326602458954
0.31545326113700867 0.4030470550060272 0.33098098635673523 0.2855837345123291 0.21757836639881134 0.2612704932689667
0.3144987225532532 0.4021303355693817 0.3290920853614807 0.2872638702392578 0.21861150860786438 0.26297152042388916
0.3135644197463989 0.40122532844543457 0.32725897431373596 0.28889596462249756 0.21962304413318634 0.2646365463733673
0.3126498758792877 0.40033194422721863 0.32548007369041443 0.2904813289642334 0.22061342000961304 0.2662663757801056
0.31175461411476135 0.3994501233100891 0.32375386357307434 0.2920212745666504 0.22158308327198029 0.2678617537021637
0.310878187417984 0.39857977628707886 0.32207879424095154 0.2935170531272888 0.2225324809551239 0.2694234549999237
0.3100201487541199 0.3977208137512207 0.320453405380249 0.29496991634368896 0.2234620451927185 0.2709522247314453
0.3091800808906555 0.3968731760978699 0.3188762664794922 0.29638105630874634 0.22437220811843872 0.2724487781524658
0.3083575665950775 0.3960367739200592 0.3173459768295288 0.29775166511535645 0.22526337206363678 0.27391380071640015
0.30755218863487244 0.39521151781082153 0.31586119532585144 0.29908287525177 0.22613593935966492 0.2753480076789856
0.30676355957984924 0.3943973183631897 0.31442058086395264 0.300375759601593 0.22699032723903656 0.2767520546913147
0.3059913218021393 0.39359408617019653 0.3130228519439697 0.30163145065307617 0.22782689332962036 0.27812659740448
0.3052350878715515 0.39280176162719727 0.3116667568683624 0.30285099148750305 0.22864602506160736 0.279472291469574
0.3044944703578949 0.39202022552490234 0.31035107374191284 0.30403539538383484 0.2294480949640274 0.2807897627353668
0.30376914143562317 0.391249418258667 0.30907464027404785 0.3051857054233551 0.23023347556591034 0.28207963705062866
0.30305877327919006 0.39048922061920166 0.30783629417419434 0.30630284547805786 0.23100250959396362 0.28334248065948486
0.30236300826072693 0.3897395730018616 0.30663490295410156 0.3073877990245819 0.2317555546760559 0.2845788896083832
0.3016815483570099 0.38900038599967957 0.3054693937301636 0.3084414601325989 0.23249293863773346 0.28578945994377136
0.3010140657424927 0.3882715404033661 0.3043386936187744 0.3094647526741028 0.23321500420570374 0.2869747281074524
0.30036023259162903 0.387552946805954 0.3032417893409729 0.31045854091644287 0.2339220494031906 0.28813523054122925
0.29971978068351746 0.3868445158004761 0.30217766761779785 0.311423659324646 0.23461443185806274 0.2892715334892273
